execution_number,input_class_name,input_class_stereotype
175,Intermediate_MC,subkind
176,Intermediate_MC_Bi_Component,role
177,LC_Connected_RP,rolemixin
178,LP-FP,category
179,LPF_-_Sk_L-FEP_Bound,role
180,LPF_-_Termination_Sink_Connected,role
181,LPF_-_Termination_Source_Connected,role
182,LPF_Input_-_So_L-FEP_Bound,role
183,LPF_Output_-_So_L-FP_Bound,role
184,LPF_Sk_Bidirectional_Component,subkind
185,LPF_So_Bidirectional_Component,subkind
186,LP_Input_-_Sk_LP-FP_Bound,role
187,Layer_Processor_Function,kind
188,Layer_Processor_Function_Sink,subkind
189,Layer_Processor_Function_Source,subkind
190,Layer_Processor_Sink_-_A_Connected,role
191,Layer_Processor_Sink_Input,kind
192,Layer_Processor_Sink_Output,kind
193,Layer_Processor_Source_-_A_Connected,role
194,Layer_Processor_Source_Input,kind
195,Layer_Processor_Source_Output,kind
196,Link_Connection,kind
197,M-FP,category
198,M_-_Termination_Sink_Connected,role
199,M_-_Termination_Source_Connected,role
200,M_Input_-_Sk_M-FP_Bound,role
201,M_Input_-_So_M-FEP_Bound,role
202,M_Output_-_Sk_M-FEP_Bound,role
203,M_Output_-_So_M-FP_Bound,role
204,Mapped_TF_Input,rolemixin
205,Mapped_TF_Output,rolemixin
206,Matrix,category
207,Matrix_Connection,kind
208,Matrix_Input,kind
209,Matrix_Output,kind
210,Module_Mapped_TF_Input,rolemixin
211,Module_Mapped_TF_Output,rolemixin
212,NC_Supported_by_CFTE,role
213,NC_Supported_by_LC,role
214,NC_Supported_by_MC,role
215,Network_Connection,kind
216,Output,category
217,PM_-_Termination_Sink_Connected,role
218,PM_-_Termination_Source_Connected,role
219,PM_Input_-_So_PM-FEP_Bound,role
220,PM_Interface_Bound_Input,role
221,PM_Interface_Bound_Output,role
222,PM_LC,subkind
223,PM_LC_Bi_Component,role
224,PM_Output_-_Sk_PM-FEP_Bound,role
225,Path-Path_Layers_AF,subkind
226,Path-Section_Layers_AF,subkind
227,Path_Bidirectional_Matrix,subkind
228,Path_Connected_Reference_Point,rolemixin
229,Path_LC,subkind
230,Path_LC_Bi_Component,role
231,Path_Layer_Termination,subkind
232,Physical_Media,category
233,Physical_Media_Component,role
234,Physical_Media_Input,kind
235,Physical_Media_Layer_Component,rolemixin
236,Physical_Media_Layer_Termination,subkind
237,Physical_Media_Output,kind
238,Possible_Bi_LC_Connected_RP,category
239,Possible_Egress_LC,rolemixin
240,Possible_Ingress_LC,rolemixin
241,Possible_LC_Connected_RP,category
242,Reference_Point,category
243,Relatable_Topological_Components,category
244,SN-FP,category
245,SN_-_Termination_Sink_Connected,role
246,SN_-_Termination_Source_Connected,role
247,SN_Input_-_So_S-FEP_Bound,role
248,SN_Intput_-_Sk_SN-FP_Bound,role
249,SN_Output_-_Sk_S-FEP_Bound,role
250,SN_Outtput_-_So_SN-FP_Bound,role
251,Section-Physical_Media_Layers_AF,subkind
252,Section_Layer_Termination,subkind
253,Single_AG,subkind
254,Single_Physical_Media,kind
255,Single_Termination,phase
256,Sink_A-FEP,kind
257,Sink_A-FEP_Bi_Component,role
258,Sink_AP,kind
259,Sink_AP_Bi_Component,role
260,Sink_Active_RP_-_Path_LC_connected,rolemixin
261,Sink_CFTE,subkind
262,Sink_CFTE_Bi_Component,role
263,Sink_FEP,category
264,Sink_LP-FP,kind
265,Sink_LP-FP_Bi_Component,role
266,Sink_LPF-FEP,kind
267,Sink_LPF-FEP_Bi_Component,role
268,Sink_M-FEP,kind
269,Sink_M-FEP_Bi_Component,role
270,Sink_M-FP,kind
271,Sink_M-FP_Bi_Component,role
272,Sink_MC,subkind
273,Sink_MC_Bi_Component,role
274,Sink_Matrix,role
275,Sink_PM-FEP,kind
276,Sink_PM-FEP_Bi_Component,role
277,Sink_Path_FEP,category
278,Sink_SN-FEP,kind
279,Sink_SN-FEP_Bi_Component,role
280,Sink_SN-FP,kind
281,Sink_SN-FP_Bi_Component,role
282,Sk_Matrix_Bi_Component,role
283,So_Matrix_Bi_Component,role
284,Source_A-FEP,kind
285,Source_A-FEP_Bi_Component,role
286,Source_AP,kind
287,Source_AP_Bi_Component,role
288,Source_Active_RP_-_Path_LC_connected,rolemixin
289,Source_CFTE,subkind
290,Source_CFTE_Bi_Component,role
291,Source_FEP,category
292,Source_LP-FP,kind
293,Source_LP-FP_Bi_Component,role
294,Source_LPF-FEP,kind
295,Source_LPF-FEP_Bi_Component,role
296,Source_M-FEP,kind
297,Source_M-FEP_Bi_Component,role
298,Source_M-FP,kind
299,Source_M-FP_Bi_Component,role
300,Source_MC,subkind
301,Source_MC_Bi_Component,role
302,Source_Matrix,role
303,Source_PM-FEP,kind
304,Source_PM-FEP_Bi_Component,role
305,Source_Path_FEP,category
306,Source_SN-FEP,kind
307,Source_SN-FEP_Bi_Component,role
308,Source_SN-FP,kind
309,Source_SN-FP_Bi_Component,role
310,Subnetwork,kind
311,Subnetwork_Input,kind
312,Subnetwork_Output,kind
313,Supporting_Access_Transport_Entity,role
314,Supporting_CFTE,role
315,Supporting_LC,role
316,Supporting_MC,role
317,Supporting_NC,role
318,TE_Connected_Reference_Point,rolemixin
319,T_Sk_-_Adaptation_Sink_Connected,role
320,T_Sk_Input_-_Sk_A-FEP_Bound,role
321,T_Sk_Input_-_Sk_LPF-FEP_Bound,role
322,T_Sk_Input_-_Sk_M-FEP_Bound,role
323,T_Sk_Input_-_Sk_PM-FEP_Bound,role
324,T_Sk_Input_-_Sk_SN-FEP_Bound,role
325,T_Sk_Output_-_Sk_AP_Bound,role
326,T_So_-_Adaptation_Source_Connected,role
327,T_So_Input_-_So_AP_Bound,role
328,T_So_Output_-_So_A-FEP_Bound,role
329,T_So_Output_-_So_LPF-FEP_Bound,role
330,T_So_Output_-_So_M-FEP_Bound,role
331,T_So_Output_-_So_PM-FEP_Bound,role
332,T_So_Output_-_So_SN-FEP_Bound,role
333,Termination_Function,kind
334,Termination_Sink,subkind
335,Termination_Sink_-_A_Sk_Connected,role
336,Termination_Sink_-_LPF_Connected,role
337,Termination_Sink_-_M_Connected,role
338,Termination_Sink_-_PM_Connected,role
339,Termination_Sink_-_SN_Connected,role
340,Termination_Sink_Input,kind
341,Termination_Sink_Output,kind
342,Termination_Sk_Bidirectional_Component,subkind
343,Termination_So_Bidirectional_Component,subkind
344,Termination_Source,subkind
345,Termination_Source_-_A_So_Connected,role
346,Termination_Source_-_LPF_Connected,role
347,Termination_Source_-_M_Connected,role
348,Termination_Source_-_PM_Connected,role
349,Termination_Source_-_SN_Connected,role
350,Termination_Source_Input,kind
351,Termination_Source_Output,kind
352,Topological_Component,category
353,Topological_Layer,kind
354,Topological_Link,kind
355,Topological_M_Representation,subkind
356,Topological_SN_Representation,subkind
357,Topological_Subnetwork,kind
358,Transmission_Media_Layer_Termination,subkind
359,Transport_Entity,category
360,Transport_Function,category
361,Transport_Function_Equipment_Component,rolemixin
362,Transport_Function_Module_Component,rolemixin
363,Transport_Processing_Function,category
364,Uni_A-FP_Bi_Component,role
365,Uni_Matrix_-_A_Sk_Connected,role
366,Uni_Matrix_-_A_So_Connected,role
367,Uni_Sk-So_Matrix_Bi_Component,role
368,Uni_Subnetwork_-_A_Sk_Connected,role
369,Uni_Subnetwork_-_A_So_Connected,role
370,Unidirectional_A-FP,kind
371,Unidirectional_Access_Transport_Entity,subkind
372,Unidirectional_Access_Transport_Entity_Bidirectional_Component,role
373,Unidirectional_CFTE,subkind
374,Unidirectional_LC,subkind
375,Unidirectional_MC,subkind
376,Unidirectional_Matrix,kind
377,Unidirectional_NC,subkind
378,Unidirectional_PM_NC,subkind
379,Unidirectional_PM_NC_Bidirectional_Component,role
380,Unidirectional_Path_NC,subkind
381,Unidirectional_Path_NC_Bidirectional_Component,role
382,Unidirectional_Port,category
383,Unidirectional_Sink-Source_Matrix,role
384,Unidirectional_Subnetwork,role
