class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Formal_Organisation,subkind,subkind,False,False,True,5,2,61
Territorial_Consequence,subkind,subkind,False,True,False,1,0,19
Informal_Organisation,subkind,subkind,False,False,True,5,1,61
UFO-L:_Legal_Normative_Description,kind,kind,True,False,False,0,2,2
Organisation_Member,role,role,False,False,True,4,2,61
Legal_Consequence,subkind,subkind,False,True,False,1,0,19
Legally_Defined_Human_Rights_Violation,event,other,False,True,False,3,0,15
Absused_Person,role,role,False,True,False,5,0,61
Complex_Place,subkind,subkind,False,True,False,1,0,4
Goal_Transfer_From_Sender_To_Influence_Third_Agent,subkind,subkind,False,True,False,2,0,19
Neutral,subkind,subkind,False,True,False,2,0,12
UFO-B:_Action,event,other,False,False,True,1,1,15
UFO-C:_Social_Object,category,category,False,False,True,2,6,61
UFO-C:_Goal,situation,other,False,True,False,2,0,8
Possible_Human_Rights_Violation,phase,phase,False,True,False,2,0,5
Service_Flow,subkind,subkind,False,True,False,2,0,12
UFO-B:_Complex_event,event,other,False,True,False,1,0,15
Failed_Responsibility_To_Protect,subkind,subkind,False,True,False,1,0,5
Media_Object,category,category,True,False,False,0,7,7
Recording,event,other,False,True,False,3,0,15
UFO-L:_Legal_Norm,kind,kind,True,False,False,0,4,4
Digital_File,kind,kind,False,True,False,2,0,7
Perpetration_by_commission,subkind,subkind,False,True,False,1,0,5
Receive_Information,event,other,False,True,False,4,0,15
UFO-B:_Participation,event,other,False,False,True,1,7,15
Person_Relationship,relator,kind,True,False,False,0,4,4
Monitoring_Record,kind,kind,False,False,True,3,2,61
Affective_Relationship,subkind,subkind,False,True,False,2,0,4
Rights-holder,rolemixin,rolemixin,False,False,True,3,1,61
Original_Media_Object,category,category,False,True,False,1,0,7
Abusive_Event,event,other,False,False,True,1,1,15
Professional_Relationship,subkind,subkind,False,True,False,1,0,4
Human_Rights_Mechanism,subkind,subkind,False,True,False,7,0,61
Adult,phase,phase,False,True,False,4,0,61
Witness,role,role,False,True,False,5,0,61
Living_Person,phase,phase,False,True,False,4,0,61
Risk,situation,other,False,True,False,3,0,8
Deceased_Person,phase,phase,False,True,False,4,0,61
Monitoring_Event_Participant,role,role,False,False,True,4,5,61
Personal_Relationship,subkind,subkind,False,False,True,1,2,4
Lead_To,subkind,subkind,False,True,False,1,0,2
Physical_Media_Object,category,category,False,False,True,1,2,7
Religious_Group,subkind,subkind,False,True,False,6,0,61
Place,kind,kind,True,False,False,0,4,4
Identity_Group,kind,kind,False,False,True,5,2,61
E-OPL:_Team,kind,kind,False,True,False,4,0,61
Human_Rights_Instrument,subkind,subkind,False,True,False,1,0,2
Observation_Record,subkind,subkind,False,True,False,4,0,61
Group,category,category,False,False,True,4,5,61
Counter-factual_Consequence_For_Agent,situation,other,False,False,True,2,1,8
E-OPL:_Complex_Organisation,subkind,subkind,False,True,False,6,0,61
Element_of_Legally_Defined_Human_Rights_Violations,subkind,subkind,False,True,False,2,0,4
UFO-L:_Singular_Legal_Agent,category,category,False,True,False,4,0,61
Human_Rights_Problem,relator,kind,True,False,False,0,5,5
Consequence_On_Collective,subkind,subkind,False,True,False,1,0,19
Legal_Process_Relation,relator,kind,True,False,False,0,2,2
Complete_Ownership,subkind,subkind,False,True,False,2,0,12
Benign_Human_Rights_Problem,phase,phase,False,True,False,1,0,5
E-OPL:_Simple_Organisational_Unit,subkind,subkind,False,True,False,5,0,61
Moral_Duty-bearer,rolemixin,rolemixin,False,True,False,5,0,61
Network_Connection,relator,kind,True,False,False,0,12,12
Human_Rights_Standard,subkind,subkind,False,False,True,1,1,4
Circumstantial_Group,kind,kind,False,False,True,5,1,61
Support,subkind,subkind,False,True,False,2,0,12
Goods_Flow,subkind,subkind,False,True,False,2,0,12
Paper_Document,kind,kind,False,True,False,2,0,7
Child,phase,phase,False,True,False,4,0,61
State_Authority,subkind,subkind,False,True,False,6,0,61
UFO-A:_Non-Agentive_Substantial,category,category,False,False,True,1,7,61
Reparation,subkind,subkind,False,True,False,2,0,19
UFO-L:_Power_Legal_Norm,subkind,subkind,False,True,False,1,0,4
Consequence_For_Resulting_Event_Agent,mode,kind,True,False,False,0,19,19
Legal_Victim,rolemixin,rolemixin,False,True,False,4,0,61
Human_Rights_Responsibility,mode,kind,True,False,False,0,5,5
Material_Absuser,role,role,False,True,False,5,0,61
UFO-L:_Conduct_Legal_Norm,subkind,subkind,False,True,False,1,0,4
