execution_number,input_class_name,input_class_stereotype
173,Ingress_SN_So-Sk,role
174,Input,category
175,Intermediate_CFTE,subkind
176,Intermediate_CFTE_Bi_Component,role
177,Intermediate_MC,subkind
178,Intermediate_MC_Bi_Component,role
179,LC_Connected_RP,rolemixin
180,LP-FP,category
181,LPF_-_Sk_L-FEP_Bound,role
182,LPF_-_Termination_Sink_Connected,role
183,LPF_-_Termination_Source_Connected,role
184,LPF_Input_-_Sk_LPF-FP_Bound,role
185,LPF_Input_-_So_L-FEP_Bound,role
186,LPF_Output_-_So_L-FP_Bound,role
187,LPF_Output_-_So_LPF-FP_Bound,role
188,LPF_Sk_Bidirectional_Component,subkind
189,LPF_So_Bidirectional_Component,subkind
190,LP_Input_-_Sk_LP-FP_Bound,role
191,Layer_Processor_Function,kind
192,Layer_Processor_Function_Sink,subkind
193,Layer_Processor_Function_Source,subkind
194,Layer_Processor_Sink_-_A_Connected,role
195,Layer_Processor_Sink_Input,kind
196,Layer_Processor_Sink_Output,kind
197,Layer_Processor_Source_-_A_Connected,role
198,Layer_Processor_Source_Input,kind
199,Layer_Processor_Source_Output,kind
200,Link_Connection,kind
201,M-FP,category
202,M_-_Termination_Sink_Connected,role
203,M_-_Termination_Source_Connected,role
204,M_Input_-_Sk_M-FP_Bound,role
205,M_Input_-_So_M-FEP_Bound,role
206,M_Output_-_Sk_M-FEP_Bound,role
207,M_Output_-_So_M-FP_Bound,role
208,Mapped_TF_Input,rolemixin
209,Mapped_TF_Output,rolemixin
210,Matrix,category
211,Matrix_Connection,kind
212,Matrix_Input,kind
213,Matrix_Output,kind
214,Module_Mapped_TF_Input,rolemixin
215,Module_Mapped_TF_Output,rolemixin
216,NC_Supported_by_CFTE,role
217,NC_Supported_by_LC,role
218,NC_Supported_by_MC,role
219,Network_Connection,kind
220,Output,category
221,PM_-_Termination_Sink_Connected,role
222,PM_-_Termination_Source_Connected,role
223,PM_Input_-_So_PM-FEP_Bound,role
224,PM_Interface_Bound_Input,role
225,PM_Interface_Bound_Output,role
226,PM_LC,subkind
227,PM_LC_Bi_Component,role
228,PM_Output_-_Sk_PM-FEP_Bound,role
229,Path-Path_Layers_AF,subkind
230,Path-Section_Layers_AF,subkind
231,Path_Bidirectional_Matrix,subkind
232,Path_Connected_Reference_Point,rolemixin
233,Path_LC,subkind
234,Path_LC_Bi_Component,role
235,Path_Layer_Termination,subkind
236,Physical_Media,category
237,Physical_Media_Component,role
238,Physical_Media_Input,kind
239,Physical_Media_Layer_Component,rolemixin
240,Physical_Media_Layer_Termination,subkind
241,Physical_Media_Output,kind
242,Possible_Bi_LC_Connected_RP,category
243,Possible_Egress_LC,rolemixin
244,Possible_Ingress_LC,rolemixin
245,Possible_LC_Connected_RP,category
246,Reference_Point,category
247,Relatable_Topological_Components,category
248,SN-FP,category
249,SN_-_Termination_Sink_Connected,role
250,SN_-_Termination_Source_Connected,role
251,SN_Input_-_So_S-FEP_Bound,role
252,SN_Intput_-_Sk_SN-FP_Bound,role
253,SN_Output_-_Sk_S-FEP_Bound,role
254,SN_Outtput_-_So_SN-FP_Bound,role
255,Section-Physical_Media_Layers_AF,subkind
256,Section_Layer_Termination,subkind
257,Single_AG,subkind
258,Single_Physical_Media,kind
259,Single_Termination,phase
260,Sink_A-FEP,kind
261,Sink_A-FEP_Bi_Component,role
262,Sink_AP,kind
263,Sink_AP_Bi_Component,role
264,Sink_Active_RP_-_Path_LC_connected,rolemixin
265,Sink_CFTE,subkind
266,Sink_CFTE_Bi_Component,role
267,Sink_FEP,category
268,Sink_LP-FP,kind
269,Sink_LP-FP_Bi_Component,role
270,Sink_LPF-FEP,kind
271,Sink_LPF-FEP_Bi_Component,role
272,Sink_M-FEP,kind
273,Sink_M-FEP_Bi_Component,role
274,Sink_M-FP,kind
275,Sink_M-FP_Bi_Component,role
276,Sink_MC,subkind
277,Sink_MC_Bi_Component,role
278,Sink_Matrix,role
279,Sink_PM-FEP,kind
280,Sink_PM-FEP_Bi_Component,role
281,Sink_Path_FEP,category
282,Sink_SN-FEP,kind
283,Sink_SN-FEP_Bi_Component,role
284,Sink_SN-FP,kind
285,Sink_SN-FP_Bi_Component,role
286,Sk_Matrix_Bi_Component,role
287,So_Matrix_Bi_Component,role
288,Source_A-FEP,kind
289,Source_A-FEP_Bi_Component,role
290,Source_AP,kind
291,Source_AP_Bi_Component,role
292,Source_Active_RP_-_Path_LC_connected,rolemixin
293,Source_CFTE,subkind
294,Source_CFTE_Bi_Component,role
295,Source_FEP,category
296,Source_LP-FP,kind
297,Source_LP-FP_Bi_Component,role
298,Source_LPF-FEP,kind
299,Source_LPF-FEP_Bi_Component,role
300,Source_M-FEP,kind
301,Source_M-FEP_Bi_Component,role
302,Source_M-FP,kind
303,Source_M-FP_Bi_Component,role
304,Source_MC,subkind
305,Source_MC_Bi_Component,role
306,Source_Matrix,role
307,Source_PM-FEP,kind
308,Source_PM-FEP_Bi_Component,role
309,Source_Path_FEP,category
310,Source_SN-FEP,kind
311,Source_SN-FEP_Bi_Component,role
312,Source_SN-FP,kind
313,Source_SN-FP_Bi_Component,role
314,Subnetwork,kind
315,Subnetwork_Input,kind
316,Subnetwork_Output,kind
317,Supporting_Access_Transport_Entity,role
318,Supporting_CFTE,role
319,Supporting_LC,role
320,Supporting_MC,role
321,Supporting_NC,role
322,TE_Connected_Reference_Point,rolemixin
323,T_Sk_-_Adaptation_Sink_Connected,role
324,T_Sk_Input_-_Sk_A-FEP_Bound,role
325,T_Sk_Input_-_Sk_LPF-FEP_Bound,role
326,T_Sk_Input_-_Sk_M-FEP_Bound,role
327,T_Sk_Input_-_Sk_PM-FEP_Bound,role
328,T_Sk_Input_-_Sk_SN-FEP_Bound,role
329,T_Sk_Output_-_Sk_AP_Bound,role
330,T_So_-_Adaptation_Source_Connected,role
331,T_So_Input_-_So_AP_Bound,role
332,T_So_Output_-_So_A-FEP_Bound,role
333,T_So_Output_-_So_LPF-FEP_Bound,role
334,T_So_Output_-_So_M-FEP_Bound,role
335,T_So_Output_-_So_PM-FEP_Bound,role
336,T_So_Output_-_So_SN-FEP_Bound,role
337,Termination_Function,kind
338,Termination_Sink,subkind
339,Termination_Sink_-_A_Sk_Connected,role
340,Termination_Sink_-_LPF_Connected,role
341,Termination_Sink_-_M_Connected,role
342,Termination_Sink_-_PM_Connected,role
343,Termination_Sink_-_SN_Connected,role
344,Termination_Sink_Input,kind
345,Termination_Sink_Output,kind
346,Termination_Sk_Bidirectional_Component,subkind
347,Termination_So_Bidirectional_Component,subkind
348,Termination_Source,subkind
349,Termination_Source_-_A_So_Connected,role
350,Termination_Source_-_LPF_Connected,role
351,Termination_Source_-_M_Connected,role
352,Termination_Source_-_PM_Connected,role
353,Termination_Source_-_SN_Connected,role
354,Termination_Source_Input,kind
355,Termination_Source_Output,kind
356,Topological_Component,category
357,Topological_Layer,kind
358,Topological_Link,kind
359,Topological_M_Representation,subkind
360,Topological_SN_Representation,subkind
361,Topological_Subnetwork,kind
362,Transmission_Media_Layer_Termination,subkind
363,Transport_Entity,category
364,Transport_Function,category
365,Transport_Function_Equipment_Component,rolemixin
366,Transport_Function_Module_Component,rolemixin
367,Transport_Processing_Function,category
368,Uni_A-FP_Bi_Component,role
369,Uni_Matrix_-_A_Sk_Connected,role
370,Uni_Matrix_-_A_So_Connected,role
371,Uni_Sk-So_Matrix_Bi_Component,role
372,Uni_Subnetwork_-_A_Sk_Connected,role
373,Uni_Subnetwork_-_A_So_Connected,role
374,Unidirectional_A-FP,kind
375,Unidirectional_Access_Transport_Entity,subkind
376,Unidirectional_Access_Transport_Entity_Bidirectional_Component,role
377,Unidirectional_CFTE,subkind
378,Unidirectional_LC,subkind
379,Unidirectional_MC,subkind
380,Unidirectional_Matrix,kind
381,Unidirectional_NC,subkind
382,Unidirectional_PM_NC,subkind
383,Unidirectional_PM_NC_Bidirectional_Component,role
384,Unidirectional_Path_NC,subkind
385,Unidirectional_Path_NC_Bidirectional_Component,role
386,Unidirectional_Port,category
387,Unidirectional_Sink-Source_Matrix,role
388,Unidirectional_Subnetwork,role
